URI,Cnt
/portal/Pages/2022-9-8/Thuong-truc-HDND-tinh-giam-sat-cong-tac-dau-tranh-56idvv.aspx,2
/tools/Uploadify.ashx,1
/portal/Pages/2022-7-6/,1
/wp-content/plugins/wp-ecommerce-shop-styling/includes/dompdf/dompdf.php,1
/userentry,1
/portal/Pages/2021-10-11/Thuong-truc-HDND-tinh-Nam-Dinh--Khoa-XVIII-nhiem-kl6f3p2.aspx,1
/AttachFiles/qĐ+thành+lập+Đoàn+giam+sat+chuyen+de+ve+khcn1030620180631.doc,1
/hoidongnhandan/1231/29459/40927/Co-cau-to-chuc/AttachFiles/NQ+09+thong+qua+ke+hoach+to+chuc+cac+ky+hop+thuong+le+nam+2021+cua+HDND+tinh290620210932.pdf,1
/_layouts/Authenticate.aspx,32
/api/fileupload,1
/userfiles/file/images1332593_9235_1.jpg,1
/portal/Pages/2023-10-16/Giao-ban-Thuong-truc-HDND-tinh-voi-Thuong-truc-HDNok2qvd.aspx,1
/portal/Pages/2023-5-12/Phat-huy-vai-tro-tien-phong-guong-mau-cua-can-bo-dbml2p8.aspx,1
/portal/Pages/2022-3-24/HDND-huyen-Xuan-Truong-to-chuc-ky-hop-thu-5--ky-ho5u2yjt.aspx,1
/portal/Pages/2024-2-1/Dong-chi-Pho-Chu-tich-Thuong-truc-HDND-tinh-tham-t9tc9pm.aspx,1
/site/thuvientailieudientuvietnam/tai-lieu-detail.aspx,2
/portal/_res/img/bg-patern-footer.png,23
/portal/Photos/2024-03/_w/bac4b5956eafe91dqh_20240325212544_png.jpg,12
/audio/27983.mp3,1
/audio/28009.mp3,1
/view-doccument-16-BC-HDND-40.html,1
/href='/tai-lieu-detail.aspx,1
/_layouts/tandan.portal/weather/img/128/01n.png,2
/portal/Pages/2021/Thanh-lap-Dang-bo-Van-phong-Doan-Dai-bieu-Quoc-Hoi-366782.aspx,1
/Content/Uploadhandler,1
/geoserver/wms,1
/portal/pages/Tin-hoat-dong-cua-Ban-Kinh-te--Ngan-sach.aspx,1
/portal/pages/print.aspx,134
/portal/Photos/2022-10/_t/b0dd5c456dcafd0dPXL_20221027_150337433_jpg.jpg,12
/hoidongnhandan/1231/29459/42080/hoi-dong-nhan-dan-huyen-nam-truc/AttachFiles/AttachFiles/4.+NQ+ve+c.thuan+c.truong+d.an+d.tu+Benh+vien+da+khoa+tinh+(Benh+vien+da+khoa+quy+mo+700+giuong+tinh+ND+cu)030920200836.pdf,1
/wp-content/plugins/age-verification/age-verification.php,1
/portal/Photos/2023-10-23/83504848cb58d23dhc+(1).jpg,2
/mifs/aad/api/v2/admins/users,1
/Admin/Upload,1
/api/up.ashx,1
/tools/Uploadhandler/Uploadify.ashx,1
/hoidongnhandan/1231/29459/39416/Van-phong-HDND-tinh/AttachFiles/AttachFiles/02.+NQ+ke+hoach+phat+trien+kinh+te+xa+hoi+tinh+5+nam+20212025200720210150.pdf,1
/alfa-rex.php7,10
/portal/VanBan/2021-11/78840cf0add4f07d32.2.1.+Phu+luc+kem+theo+BC+GSCD+cua+Ban+KTNS+(PL+01).pdf,3
/setup/setupadministrator-start.action,4
/graph_view.php,1
/wp-content/class.api.php,1
/portal/Photos/2021-10-17/4a1a9626207f4dadbtk.jpg,1
/portal/Pages/2023-12-18/Ban-Thuong-vu-Tinh-uy-thao-luan-cho-y-kien-vao-cac8sjbqv.aspx,2
/wp-consar.php,10
/portal/Pages/Thuong-truc-HDND-tinh.aspx,8
/photo-gallery/api/album/tree_lists/,1
/portal/Pages/2023-9-26/So-ket-giua-nhiem-ky-thuc-hien-Nghi-quyet-Dai-hoi-iyvjts.aspx,1
/AttachFiles/29.6.+BC+k.qua+GSCD+cua+Ban+VHXH+ve+thuc+hien+cac+quy+dinh+chinh+sach+phap+luat+ve+ATVSLD+tai+cac+doanh+nghiep051220200752.pdf,3
/dview8/api/usersByLevel,1
/portal/Pages/2023-1-17/To-chuc-Hoi-nghi-tong-ket-cong-tac-Dang-phat-dong-o1pj4p.aspx,1
/portal/Photos/2022-09-07/bc903df2047cba5d49d3c8048152450c1c43.jpg,1
/includes/dompdf/dompdf.php,1
/wp-content/style.php,12
/AttachFiles/hd+tổ+chức+kỳ+họp+thường+lệ+hĐnd+huyện030620180639.doc,1
/ceshi.ashx,1
/owncloud/apps/graphapi/vendor/microsoft/microsoft-graph/tests/GetPhpInfo.php,1
"/AttachFiles/15.+BC+K.quả+TH+KN+sau+G.sát+về+Môi+trường+tại+CCN,+làng+nghề100620201136.pdf",1
/audio/27742.mp3,1
/cf_scripts/scripts/ajax/ckeditor/plugins/filemanager/iedit.cfc,1
/AttachFiles/16.+Quy+dinh+muc+thu+cac+khoan+thu+dich+vu+phuc+vu+ho+tro+hoat+dong+ngoai+hoc+phi140720210814.pdf,3
/index.action,34
/portal/Pages/2024-3-25/Hoi-thao-nang-cao-chat-luong-hoat-dong-To-dai-bieu8fd0g1.aspx,2
/wp-content/plugins/1g-music-share/readme.txt,1
/fileupload.ashx,1
/wp-content/plugins/wp-easycart/inc/admin/phpinfo.php,1
/portal/Pages/2023-5-20/Chu-tich-nuoc-Vo-Van-Thuong-ve-tham-va-lam-viec-ta5i2e4s.aspx,2
/portal/Pages/2023-5-22/Khai-mac-trong-the-Ky-hop-thu-5-Quoc-hoi-khoa-XV03qclk.aspx,1
/portal/LinkImage/dff8a0aaf18e9ddCSDL-2.jpg,24
/wp-includes/js/tinymce/skins/lightgray/img/index.php,10
/portal/Pages/2023-10-12/Hoi-nghi-lan-thu-24-Ban-Chap-hanh-Dang-bo-tinh-khou5krs7.aspx,5
/Content/Upload,1
/api/uploadhandler.ashx,1
/cgi-bin/vitogate.cgi,1
/cgi-bin/status/status.cgi,1
/datacenter/dataOrigin.ashx,1
/portal/Pages/2022-9-15/Le-dang-huong-tuong-niem-722-nam-Ngay-mat-cua-Anh-cgkafl.aspx,1
/portal/pages/Ban-Kinh-te-Ngan-sach.aspx,1
/portal/Pages/2021-11-8/Ban-Phap-che-HDND-tinh-to-chuc-Doan-giam-sat-chuyewxtgwd.aspx,1
/portal/Pages/2021-3-25/Tao-dieu-kien-de-ung-cu-vien-lang-nghe-y-kien-cu-td2xfqc.aspx,1
/cgi-bin/status,1
/api/file.ashx,1
/api/users,1
/portal/Pages/2021-3-26/Mong-muon-bau-vao-Quoc-hoi-va-HDND-nhung-nguoi-co-ex3a2d.aspx,1
/hoidongnhandan/1231/29459/39407/Gioi-thieu/AttachFiles/NQ+45+xac+nhan+ket+qua+bau+cu+Uy+vien+UBND+tinh151220200241.pdf,1
"/hoidongnhandan/1231/29459/40926/Chuc-nang-nhiem-vu/AttachFiles/AttachFiles/26.+NQ+c.thuan+d.chinh+d.an+di+dan+khan+cap+vung+sat+lo+bao+song+Ninh+Co,+H+Truc+Ninh200720210203.pdf",1
/portal/Pages/2023-9-22/Tac-pham-tham-du-giai-bao-chi-Bua-Liem-vang-lan-thb9s17w.aspx,1
/wp-content/themes/universal-news/www.php,10
/portal/pages/Tin-hoat-dong-HDND-cac-huyen-TP.aspx,4
/api/runscript,1
/mgmt/tm/auth/user/TRKn6,2
/file-manager/backend/text,1
/portal/Pages/2022-11-14/bgqc4o.aspx,1
/portal/Pages/Ban-Phap-Che.aspx,8
/portal/_res/fonts/Roboto/roboto-v18-latin_vietnamese_latin-ext-500italic.woff2,9
/wp-content/plugins/1-flash-gallery/readme.txt,1
/wp-content/plugins/404-to-301/readme.txt,1
/mgmt/shared/authn/login,2
"/hoidongnhandan/1231/29459/39412/Tin-tuc---Hoat-dong/AttachFiles/5.+NQ+ve+quyet+dinh+chu+truong+dau+tu+du+an+xay+dung+KDC+tap+trung+phia+Bac+thon+An+Loc+Thuong,+xa+Yen+Hong,+huyen+Y+Yen260420210411.pdf",1
/portal/Pages/2023-10-23/NANG-CAO-CHAT-LUONG-CONG-TAC-THAM-MUU-GIUP-VIEC-VAsivciz.aspx,6
/portal/Pages/2021-10-31/Doan-dai-bieu-Quoc-hoi-tinh-dong-gop-y-kien-tai-ca0vp588.aspx,1
/portal/Pages/2023-12-25/Chi-bo-tham-muu-tong-hop-thuoc-Dang-bo-Van-phong-D0v6air.aspx,1
/flatpress/fp-content/,1
/json/setup-restore.action,1
/wp-content/plugins/easy-digital-downloads/readme.txt,1
/portal/Pages/2023-4-21/Ban-Kinh-te--Ngan-sach-HDND-tinh-tham-tra-truoc-kyp9d7is.aspx,2
/telaen/redir.php,1
/BSW_cxttongr.htm,2
/portal/Pages/2023-11-6/Ky-ket-chuong-trinh-phoi-hop-giua-HDND-tinh-Nam-Dimx7775.aspx,1
/portal/pages/gop-y-van-ban.aspx,1
/audio/28014.mp3,3
/Content/Upfile,1
/Admin/Upfile,1
/AttachFiles/30_2016_NQ_HĐND120620200852.doc,1
/file-manager/,1
/portal/admin/modules/quan-tri-lien-ket-anh.aspx,1
/wp-content/plugins/blogtopdf/dompdf/dompdf.php,1
/portal/_res/fonts/Roboto/roboto-v18-latin_vietnamese_latin-ext-regular.woff2,50
/tools/Uploadify/Uploadhandler.ashx,1
/AttachFiles/29_2016_NQ_HĐND120620200852.doc,1
/portal/Pages/2023-12-8/Tiep-tuc-phien-lam-viec-buoi-chieu-ngay-thu-nhat-kdk3jmd.aspx,1
/portal/Photos/2021-10-19/5d98965349446d1dvhxh1.jpg,1
/portal/pages/van-ban/default.aspx,147
/portal/admin,7
/tools/Uploadify/Upload.ashx,1
"/hoidongnhandan/1231/29459/39407/Gioi-thieu/AttachFiles/7.+NQ+ve+c.thuan+d.chinh+thoi+gian+xay+dung+khu+dan+cu+thuong+mai+xa+Hai+Thanh,+huyen+Hai+Hau030920200839.pdf",1
/api/session/properties,1
/portal/Photos/2022-01-25/7db4af2f31d1369dCDVP.jpg,1
/csrf,1
/_api/web/siteusers,2
/2eGZrZbjj6dRImbBwH7oDI4ccxW,1
/dashboard/,1
/_layouts/1033/styles/Themable/layouts.css,3
/tools/Uploadhandler/Uploadhandler.ashx,1
/audio/27510.mp3,1
/portal/Pages/2023-11-13/Doan-dai-bieu-Quoc-hoi-tinh-tham-gia-thao-luan-tai7vfkwc.aspx,2
/debug.cgi,1
/portal/Pages/2023-12-10/5v4j48.aspx,1
/portal/pages/photos/w.aspx,1
/_layouts/tandan.portal/jslibs/jquery-ui/jquery-ui-tabs-rotate.js,36
/updates.php,10
/repeater.php,10
/Manage/Upload,1
/api/Uploadhandler,1
/portal/Pages/2023-4-13/Ban-Phap-che-HDND-tinh-tham-tra-truoc-ky-hop-thu-1u43htd.aspx,1
/AttachFiles/71_KH_20210629014526182180290620210152.pdf,1
/portal/Pages/2023-9-22/Khai-mac-Dai-hoi-dai-bieu-Hoi-Nong-dan-tinh-lan-thdcsm4y.aspx,1
/hoidongnhandan/1231/29459/40926/Chuc-nang-nhiem-vu/AttachFiles/tai-lieu-detail.aspx,1
/portal/LinkImage/5bf4b93b502fadddPM-HDND-2.jpg,24
/portal/_res/bootstrap/fonts/glyphicons-halflings-regular.woff2,52
/.well-known/pki-validation/cloud.php,10
/SiteFolders/doandaibieuquochoi/3398/AttachFiles/nghi-quyet-detail.aspx,1
/portal/Pages/2019/Giam-sat-cong-tac-dau-tu-quan-ly-va-su-dung-trang--932940.aspx,1
"/hoidongnhandan/1231/29459/40963/Chuong-trinh-hanh-dong-DB-HDND/AttachFiles/NQ+69+quyet+dinh+chu+truong+dau+tu+du+an+cai+tao,+nang+cap+tuyen+duong+Thai+Hai,+h+Nam+Truc151220200301.pdf",1
/audio/27461.mp3,3
/audio/27531.mp3,1
/hoidongnhandan/1231/29459/39407/Gioi-thieu/AttachFiles/default.aspx,1
/hoidongnhandan/1231/29459/39474/Hoi-dong-nhan-dan-cac-cap/AttachFiles/nghi-quyet-detail.aspx,1
/_layouts/1033/core.js,39
/portal/LinkImage/a4476add1fdc5eadChinhPhu-2.jpg,24
/audio/27669.mp3,1
/welcome.action,2
/hoidongnhandan/1231/29459/39471/so-do-site/AttachFiles/AttachFiles/2-+NQ+70+ve+phe+chuan+tong+quyet+toan+ngan+sach+2016120620200952.doc,1
/portal/pages/photos/default.aspx,7
/api/v1/database/10,5
/portal/Pages/2023-11-15/b8o1ek.aspx,1
"/hoidongnhandan/1231/29459/39541/Nghien-cuu---Trao-doi/AttachFiles/AttachFiles/NQ+71+q.dinh+chu+truong+dau+tu+d.an+xay+dung+khu+dan+cu+tap+trung+xa+Hoanh+Son,+H+Giao+Thuy171220201016.pdf",1
/javax.faces.resource/dynamiccontent.properties.xhtml,4
/portal/_themes/Portal_red/img/up.png,23
"/portal/VanBan/2024-03/a17e5047a220e3cdKH+Tổ+chức+kỳ+họp+thứ+17+(để+giải+quyết+công+việc+phát+sinh+đột+xuất)+HĐND+tỉnh+khóa+XIX,+NK+2021-2026.pdf",2
/dompdf.php,1
/portal/_res/bootstrap/css/bootstrap.min.css,34
/cgi-bin/webproc,1
"/ws/msw/tenant/'+union+select+(select+ID+from+SGMSDB.DOMAINS+limit+1),+'',+'',+'',+'',+'',+(select+concat(id,+':',+password)+from+sgmsdb.users+where+active+=+'1'+order+by+issuperadmin+desc+limit+1+offset+0),'',+'',+'",1
/bsh.servlet.BshServlet,2
/portal/Pages/2022-5-23/Giam-sat-thuc-hien-chinh-sach-phap-luat-ve-bao-hieuirki9.aspx,1
/portal/pages/Tin-hoat-dong-cua-Ban-Phap-che.aspx,1
/portal/Pages/2023-11-22/Thuong-truc-HDND-tinh-giam-sat-viec-giai-quyet-kie1l1w98.aspx,1
/_fragment,1
/portal/_themes/Portal_red/img/tags.png,13
/portal/pages/Hoat-dong-cua-HDND-tinh.aspx,4
/Manage/Uploadhandler,1
/audio/27861.mp3,1
/portal/Pages/2023-11-20/To-dai-bieu-HDND-tinh-giam-sat-viec-giai-quyet-cacsoioq3.aspx,1
/wp-content/uploads/class.api.php,1
/hoidongnhandan/1231/29459/39415/Ban-Phap-che-HDND-tinh/nghi-quyet-detail.aspx,1
/tools/Uploadify/Uploadify.ashx,1
/api/v1/database/2,5
/scripts/setup.php,1
/portal/Pages/2024-3-14/HDND-tinh-to-chuc-ky-hop-giai-quyet-cong-viec-phat9euq2a.aspx,1
/portal/Pages/2023-6-13/jtipvk.aspx,1
/wp-content/plugins/2j-slideshow/readme.txt,1
/Http/webroot/config.json,1
/portal/_res/css/img/loader.gif,23
/portal/Photos/2023-04/_t/844051d177145f0d3_jpg.jpg,12
/hoidongnhandan/1231/29459/40932/van-ban-tra-loi-y-kien---kien-nghi-cu-tri/AttachFiles/tai-lieu-detail.aspx,1
/author-sitemap.xml,2
/api/v1/users/admin,1
/admin/login/,1
/wp-content/plugins/gboutique/library/dompdf/dompdf.php,1
/human.aspx,1
/hoidongnhandan/1231/29459/39413/Ban-Kinh-te---Ngan-sach-HDND-tinh/AttachFiles/default.aspx,1
/solr/admin/collections,1
/api/v1/database/6,5
/audio/27926.mp3,1
/AttachFiles/150-KH-HDND240820180958.pdf,1
/portal/pages/https-hdnd-namdinh-gov-vn-portal-pages-van-ban-v-.aspx,1
/portal/Photos/2021-10-20/22b9d555cd029cbdTBN3.jpg,1
/portal/LinkImage/1d81b253d19d58adDA7.jpg,24
/portal/pages/search.aspx,1
/Servlet/Skins,1
/hoidongnhandan/1231/29459/42086/Hoi-dong-nhan-dan-huyen-Y-Yen/AttachFiles/tai-lieu-detail.aspx,1
/portal/Pages/2023-5-28/HDND-thanh-pho-Nam-Dinh-to-chuc-ky-hop-giai-quyet-as5rs7.aspx,1
/user.action,5
/poc.jsp,1
/portal/Photos/2023-07/_w/d556f58825c14edd478777f5411b9145c80a_jpg.jpg,12
/wp-json/wp/v2/add-listing,1
/modules/jmsblog/config.xml,1
/test.ashx,1
/portal/displayAPSForm.action,1
/portal/Pages/2021-10-26/Phat-trien-san-xuat-cong-nghiep-an-toan-linh-hoat-7b4fxm.aspx,1
/AttachFiles/6.+BC+tham+tra+Ban+P+C100620201100.pdf,1
/portal/Photos/2024-03/_t/59a4b336ca88b8dda1_20240307123759_jpg.jpg,13
/wp-content/plugins/wp-custom-pages/wp-download.php,1
/AttachFiles/Thong+bao+tham+tra231020180842.pdf,1
/app/rest/users/id:1/tokens/RPC2,2
/portal/Pages/2023-10-20/Ho-i-nghi-lien-ti-ch-tho-ng-nha-t-no-i-dung-chuonglhm75e.aspx,1
/remotereporter/load_logfiles.php,1
/api/v1/clusters/kubeconfig/k8s,1
/portal/Pages/2024-1-2/Hoi-nghi-tong-ket-cong-tac-dam-bao-an-ninh-trat-tuekpf4c.aspx,2
/appliance/login,1
/portal/_res/fonts/Roboto/roboto-v18-latin_vietnamese_latin-ext-700.woff,1
/AttachFiles/HD+tổ+chức+kỳ+họp+thường+lệ+HĐND+huyện120620200247.doc,1
/portal/pages/Hoat-dong-cua-Doan-DBQH-tinh.aspx,1
/wp-admin/dropdown.php,10
/portal/ImageAds/c7d149d0d51cdccdNghiQuyetDB.jpg,12
/file.ashx,1
/guestaccess.aspx,1
/hoidongnhandan/1231/29459/42080/hoi-dong-nhan-dan-huyen-nam-truc/AttachFiles/tai-lieu-detail.aspx,1
/AttachFiles/11.+BC+quyet+toan+ngan+sach+nha+nuoc+tinh+2019031220200844.pdf,1
/wp-security.php,10
/admin/suppliers/view_details.php,1
"/AttachFiles/20.+NQ+chap+thuan+dieu+chinh+ten+du+an,+co+cau+nguon+von+dau+tu,+thoi+gian+t.hien+d.an+Trung+tam+da+lieu+tinh200720210159.pdf",1
/portal/Photos/2022-01/416824ddf6a55cddHDR.jpg,1
/portal/Photos/2023-11/_w/ea2d6bddbffba1adct_jpg.jpg,12
/objects/playlistsFromUser.json.php,1
/userfiles/file/TaiLieuTXCT+Ky+hop+6/nghi-quyet-detail.aspx,1
/inputs.php,1
/portal/_res/css/component.css,34
/portal/Photos/2024-02/_t/d0771fd71e862a9danh2_20240131114528_jpg.jpg,12
/api/Upload,1
/files.asp,1
/audio/28101.mp3,1
/portal/Pages/2023-12-6/Doan-dai-bieu-Quoc-hoi-tinh-tiep-xuc-cu-tri-sau-Kynjosgi.aspx,1
/_users/org.couchdb.user:poc,3
/SupportPortlet/faces/javax.faces.resource./WEB-INF/web.xml.jsf,1
/_layouts/blank.js,38
/wp-admin/css/colors/coffee/index.php,10
/portal/Photos/2024-03/_w/6e87739028bc2b5da5_20240313090337_jpg.jpg,12
/feed/,2
/wp-content/plugins/001-prime-strategy-translate-accelerator/readme.txt,1
/mifs/asfV3/api/v2/admins/users,1
/AttachFiles/,1
/AttachFiles/18.+BC+danh+mục+DA+thuộc+KH+2018040620180827.pdf,1
/portal/LinkImage/2c8d9318ee102ddunnamed.jpg,24
/portal/Pages/2022-6-30/Ban-Kinh-te--Ngan-sach-tham-tra-truoc-ky-hop-thu-boaeofa.aspx,2
/session/login,1
/_layouts/tandan.portal/jslibs/jwplayer/jwplayer.js,1
/audio/27959.mp3,1
/portal/Pages/2021-10-13/Lanh-dao-Van-phong-Doan-DBQH-va-HDND-tinh-Nam-Dinha10e1d.aspx,2
/portal/_res/css/responsive.css,35
/api/fileupload.ashx,1
/portal/Pages/2024-3-19/Uy-ban-Thuong-vu-Quoc-hoi-chat-van-cac-van-de-thuoseeqg1.aspx,1
"/hoidongnhandan/1231/29459/40932/van-ban-tra-loi-y-kien---kien-nghi-cu-tri/AttachFiles/NQ+15_2019+phan+bo+noi+dung,+muc+chi+p.v+cta+bao+dam+trat+tu+ATGT+tu+nguon+thu+xu+phat+vi+pham+HC+trong+linh+vuc+ATGT100620201153.pdf",1
/secureader/javax.faces.resource./WEB-INF/web.xml.jsf,1
/SiteFolders/doandaibieuquochoi/3398/AttachFiles/AttachFiles/3.+NQ+ve+chap+thuan+danh+muc+cac+du+an+bo+tri+von+NSDP+qua+thoi+gian+quy+dinh+chuyen+tiep+sang+giai+doan+2020_2025260420210410.pdf,1
/portal/_res/css/core.css,34
/portal/Photos/2024-03/_w/d4912d5a10db415dPho_png.jpg,12
/portal/ImageAds/cf2393ac6dd6ef2dGopYVB.jpg,12
/portal/Photos/2021-11/_t/ddbbd6c79cd6c2ddz2914861754151_dc061625185e4d3e25a877abca4e95d5_jpg.jpg,12
/file.asp,1
/api/v1/database/3,5
/file-manager/backend/permissions,1
/userfiles/media/A1.jpg,1
/portal/_res/img/ic-media-item.svg,15
/forms/doLogin,1
/portal/Photos/2023-04/_w/c2c9237ecdeed65dPC1_jpg.jpg,12
/portal/Pages/Dai-bieu-HDND-tinh.aspx,8
/wp-content/plugins/123contactform-for-wordpress/readme.txt,1
/portal/_res/img/bg-body.png,24
/cgi-bin/user/Config.cgi,2
/QtG22/CVE-2023-47246.txt,1
/portal/pages/Tin-hoat-dong-Van-phong-Doan-DBQH-va-HDND.aspx,1
/userfiles/2020/bbbb.jpg,1
/images/logo/logo-eoffice.php,3
/portal/Photos/2023-12-25/a4e3f4a73c223ccd1a.jpg,1
/portal/_res/img/bg-title-2.png,12
/api/server/version,1
/portal/Pages/2023-10-24/Khai-mac-Ky-hop-thu-6-Quoc-hoi-khoa-XVaaubc3.aspx,1
/portal/Pages/2023-5-25/Phan-dinh-3-cap-do-phong-thu-dan-su-de-ung-pho-kha8sh02f.aspx,1
/wp-content/plugins/simple-image-manipulator/controller/download.php,1
/AttachFiles/37.+Gợi+ý+thảo+luận+tổ100620201141.pdf,1
/favicon.ico,15
/CFIDE/adminapi/accessmanager.cfc,1
/api/uploadfile.ashx,1
/portal/Pages/2021-10-18/Doan-dai-bieu-Quoc-hoi-DBQH-tinhtqs4do.aspx,2
/hoidongnhandan/1231/29459/39471/so-do-site/AttachFiles/AttachFiles/NQ+26+bai+bo+NQ+16_NQ-HDND100620201154.pdf,1
/webmail/old/calendar/minimizer/index.php,2
/portal/Pages/Gioi-thieu-chung.aspx,9
/audio/27955.mp3,1
/api/fileup,1
/_layouts/tandan.portal/weather/img/48/10n.png,3
/AttachFiles/nghá»‹+quyáº¿t+3120620200757.pdf,1
/portal/Pages/2022-8-25/Xay-dung-he-thong-do-thi-gop-phan-phat-trien-toan-h7qqdj.aspx,1
/_layouts/tandan.portal/jslibs/jquery.js,36
/wp-admin/profile.php,1
/api/hassio/app/.%2e/supervisor/info,1
/portal/Pages/2021-10-13/Ban-Van-hoa--Xa-hoi-HDND-tinh-Nam-Dinh--Khoa-XIX-Nbwj71y.aspx,1
/portal/Pages/2022-5-18/,1
/portal/_res/fonts/RobotoCondensed-Regular.ttf,8
/portal/_layouts/Authenticate.aspx,18
/orchard/Users/Account/LogOff,1
/.tmb/class.api.php,1
/wp-content/plugins/Cache/Cache.php,10
/setup/setupadministrator.action,2
/portal/Photos/2022-07-18/c76c90d6c504cacdanh+bai+1+nd.jpg,1
/portal/Photos/2021-10-17/2dd45cd26d72f63dPolish_20201209_074609685.jpg,1
/AttachFiles/nghị+quyết+1120620200755.pdf,1
/portal/Photos/2024-01/_w/fe15bc366eb2e43d12345_jpg.jpg,12
/admin/dashboard.php,1
/portal/Pages/2022-9-27/Dong-gop-y-kien-vao-du-thao-Luat-sua-doi-bo-sung-m09lutq.aspx,1
/controlcenter.php,1
/portal/Pages/2021-10-13/Phong-Cong-tac-Hoi-dong-nhan-dan0h5603.aspx,1
/wp-content/plugins/3dprint-lite/readme.txt,1
/sitecore_xaml.ashx/-/xaml/Sitecore.Xaml.Tutorials.Styles.Index,1
/_layouts/tandan.portal/weather/img/48/03d.png,6
/api/v1/database/5,5
/audio/27760.mp3,1
/AttachFiles/wp-login.php,2
/AttachFiles/20.+B.cao+tham+tra+cua+Ban+Phap+che140720210815.pdf,1
/wp-content/plugins/web-portal-lite-client-portal-secure-file-sharing-private-messaging/includes/libs/pdf/dompdf.php,1
/100vr/login/checktypelogin/,1
/portal/Pages/2023-9-28/Doan-dai-bieu-Quoc-hoi-tinh-tiep-xuc-cu-tri-truoc-shazz3.aspx,1
/portal/ImageAds/2db8333db8f3df4dDanhBa.jpg,12
"/portal/VanBan/2023-12/d500d6423dd4695dNghị+quyết+kỳ+họp+thứ+15+HĐND+tỉnh+khóa+XIX,+NK+2021-2026.rar",1
/portal/Pages/2024-3-8/Hoi-nghi-truc-tuyen-toan-quoc-lan-thu-hai-trien-khp7ix33.aspx,2
/portal/Pages/2023-7-28/Chi-doan-TNCS-Ho-Chi-Minh-Van-phong-Doan-DBQH-va-Hn1wzqf.aspx,1
/portal/Pages/2023-1-11/Hoi-nghi-gap-mat-can-bo-huu-tri-co-quan-Van-phong-bxbkgy.aspx,1
/portal/Pages/2022-8-22/Thuong-truc-HDND-tinh-giam-sat-chuyen-de-Cong-tac-o9i7oa.aspx,2
/hub/,1
/loadfile.lp,1
/portal/Photos/2022-09/9cfec9341fb0f54d0747037d5e3c9a62c32d.jpg,1
/web_shell_cmd.gch,1
/login.action,22
/esp/cms_changeDeviceContext.esp,1
/2eGZrjvwM1mIf12PEGIFyaA4Lwr.jsp,1
/images/110620200934Untitled1.1.3.1.1.png,1
/api/uploadify.ashx,1
/wp-content/plugins/count-per-day/download.php,1
/_layouts/tandan.portal/weather/img/48/03n.png,3
/AttachFiles/11-NQ-HĐND110720180801.pdf,1
/AttachFiles/19-NQ-HDND_20160802041957966960120620200829.PDF,2
/hoidongnhandan/1231/29459/42095/Trong-tinh/AttachFiles/tai-lieu-detail.aspx,1
/dropdown.php,1
/mqtmDqfcQx.php,1
/portal/Pages/2021/Ban-Van-hoa-Xa-hoi-HDND-tinh-tham-tra-truoc-ky-hop-644262.aspx,3
/api/v1/database/7,5
/AttachFiles/NGHá»Š+QUYáº¾T+31+Cá»¦A+TT+HDND120620200752.pdf,1
/_layouts/spgridview.js,1
/portal/Photos/2024-02/_t/6b6a7ce30fd9c71d1_20240220112335_jpg.jpg,12
/modules/leocustomajax/leoajax.php,1
/cgi-bin/mt/mt-xmlrpc.cgi,1
"/AttachFiles/4.+Sap+xep+don+vi+hanh+chinh+cap+huyen,+xã+giai+doan+2019-2021100620201100.pdf",10
/wp-content/plugins/media-library-assistant/includes/mla-stream-image.php,1
/website/blog/,6
/_layouts/tandan.portal/jslibs/flyout-gallery/td-fly-out-galler
